1:45.22458105169599:5.845091990983271:417:48:0
1:45.23141355679896:5.856426513907459:414:53:1
1:45.23754788476949:5.869890807812342:485:63:5
1:45.24150381137637:5.885606846834231:650:80:9
1:45.24132715106015:5.902637320720816:884:104:10
1:45.23600509567753:5.918457801709414:1105:125:7
1:45.22740525370429:5.931374560689929:1280:141:6
1:45.21670477677009:5.941063342689026:1434:156:7
1:45.20457434399651:5.946380296321759:1636:171:11
1:45.19214589701043:5.946901820380597:1974:184:16
2:45.17987029766138:5.945022657340117:2380:185:16
2:45.16733346339871:5.944524808796869:2690:177:7
2:45.15442334820195:5.945934616788048:2774:173:-1
2:45.14160069482378:5.948540151761244:2622:169:-12
2:45.130016396557:5.951231589692163:2008:182:-29
2:45.11826935792106:5.947080526585419:1433:209:-14
2:45.11000084905302:5.933569891082123:1121:236:-10
2:45.10236245318243:5.918943592220441:849:228:-8
2:45.09365220442269:5.905464829140609:708:226:-3
2:45.08448401593726:5.892398825306234:643:220:0
2:45.07436643917819:5.880919483405739:633:217:0
2:45.06427391822737:5.869354017362075:600:221:-1
2:45.05710454574662:5.854557841245129:650:251:4
2:45.05235363699184:5.837850075331849:780:231:10
2:45.04188974830481:5.829113240800723:1128:187:14
2:45.02960976737493:5.831890919615802:1389:150:6
2:45.02085060330131:5.84443062226859:1643:122:15
2:45.01760368083457:5.861089670198485:1940:91:-9
2:45.01367330722322:5.877710937459657:1571:114:0
2:45.01115239978576:5.895567703030929:1631:93:2
2:45.01068737778531:5.913983804528478:1676:92:2
2:45.00950407767807:5.931951150006831:1785:114:10
2:45.00065800360697:5.94443618220475:2034:142:8
2:44.99108749021221:5.95647303074388:1983:138:-20
2:44.98040808336973:5.962610817142578:1350:181:-19
2:44.96772511244423:5.959783707362205:1112:184:0
2:44.95506555551194:5.963307744833477:1107:159:-1
2:44.94278763848589:5.969673388953851:1053:163:-2
2:44.93035733845263:5.967569433745543:1061:212:1
2:44.91955089497899:5.957374974854057:1034:214:-2
2:44.90894952268644:5.946954876664806:970:204:3
2:44.89652927105149:5.946727215244263:1156:161:7
2:44.88573640601502:5.955909671556073:1319:129:3
2:44.88126283119739:5.972617155968802:1209:96:-10
2:44.88064702019019:5.990868854779814:1035:89:-1
2:44.88007681116199:6.009005725765165:1031:99:2
2:44.8748877462907:6.02550106936662:1086:127:1
2:44.86682571194184:6.039894542708465:1099:127:0
2:44.86037095133926:6.055496084948597:1128:103:3
2:44.86044214286631:6.073509942362873:1230:74:5
2:44.86560277329456:6.090213414420736:1355:61:4
2:44.87251970605145:6.105703706977379:1437:55:3
2:44.88003471125667:6.120543548306549:1537:55:7
2:44.88893133790652:6.131812038196211:1935:9:27
2:44.90029891834798:6.129898907698232:2599:338:24
2:44.91030706519184:6.121440379426622:3217:312:22
2:44.91871929975994:6.107818894421221:3283:316:-16
2:44.92884189112734:6.096797787051537:2893:323:-8
2:44.94051853307543:6.090900322641403:2512:1:-17
2:44.95333419847094:6.092665341009216:2141:12:-8
2:44.9644697640512:6.101677193720619:1939:41:-11
2:44.97411493314118:6.114096352487818:1669:40:-3
2:44.98586531877507:6.117509073265333:1796:332:8
2:44.99344027703796:6.103776277447546:1676:281:-18
2:44.99487680526583:6.086523829773925:1169:283:-15
2:45.00173362708659:6.071588907545014:933:325:-5
2:45.01327820723146:6.062847059944445:789:335:-1
2:45.02548220748333:6.061047620790767:914:33:5
2:45.03203191587293:6.07590431590764:936:76:8
2:45.03583099978563:6.092170058803617:1376:56:24
2:45.04444249206859:6.103241933696144:1975:25:23
2:45.05657416104992:6.10657522967856:2385:356:4
2:45.06955091794434:6.103477100085207:2261:341:-11
2:45.08025067558397:6.093895658161137:1933:303:-10
2:45.08822963265562:6.080108413625836:1894:335:12
2:45.10069807625609:6.075991558851094:2102:354:1
2:45.11369193171612:6.074285041018812:2044:352:-6
2:45.12599215238323:6.069931406326286:1707:338:-20
2:45.13652749188859:6.060796164289875:1198:320:-16
2:45.14690877217858:6.050095875222532:924:334:-2
2:45.15933885783446:6.044306534160151:937:346:3
2:45.17208223459792:6.040623943404063:1052:350:5
2:45.18496799598119:6.038657341869855:1160:357:3
2:45.19802803807903:6.038727452568435:1318:1:10
2:45.21065593293178:6.039574187613911:1637:5:14
2:45.22316092515608:6.041669386605013:2039:6:18
2:45.23518124374236:6.042135973769636:2602:347:25
2:45.24669335124473:6.034760887248437:2897:332:-7
3:45.25839291724972:6.027791173268509:2465:345:-19
3:45.27100582506834:6.022842793636134:2149:334:-6
3:45.27944864483699:6.009401173861496:2000:281:-1
